Company,Headline,Time,Link,Scraped_At,Announcement_Datetime,pdf_link,Annoucement_Description,vader_score,textblob_score,bert_sentiment,confidence,final_sentiment
Shankara Build.,Announcement under Regulation 30 (LODR)-Newspaper Publication,27m ago,https://www.screener.in/company/SHANKARA/consolidated/,2025-05-18T14:24:12.421924,2025-05-18 13:57:12.421924,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6338015e-cd70-4bb0-989e-a8d91274b9d0.pdf,date may 18 2025 to to department of corporate services listing department bse limited national stock exchange of india limited floor new trading ring exchange plaza plot no. c1 rotunda building phiroze jeejeebhoy g block bandra kurla complex towers dalal street fort bandra e mumbai400001 mumbai 400051 scrip code 540425 symbol shankara subject submission of newspaper advertisement dear sir madam in terms of regulation 47 of the sebi listing obligations and disclosure requirements regulations 2015 we submit herewith copies of newspaper advertisements published in business standard english newspaper and kannada prabha kannada newspaper on may 17 2025 with respect to the audited financials of the company for the year ended march 2025. we request you to take the same on record. thanking you yours faithfully for shankara building products limited ereena vikram company secretary compliance officer encl as above fog.roe g2%hoe oleo.d bong.800044. p 9f00014%91004144 shanlkoro building products limited cope off e 2it44ii0r4 froaf co ce..601.09 p 91002.0940602788244 co 0nl69a1994001. mb. wee..b po e digitally signed by ereena vikram dn cnereena vikram cin opersonal date 20250518 13510530 shanlkaro building products limited c6po off.e. do 2t464fl0.re. fl%eroe cot.6.g.010 p 9100 278.0910602786.244 14 b bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,-0.7717,-0.049103277674706236,0.04363502189517021,0.3103204767338609,Negative
NESCO,Announcement under Regulation 30 (LODR)-Newspaper Publication,30m ago,https://www.screener.in/company/NESCO/,2025-05-18T14:24:18.972097,2025-05-18 13:54:18.972097,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6338015e-cd70-4bb0-989e-a8d91274b9d0.pdf,date may 18 2025 to to department of corporate services listing department bse limited national stock exchange of india limited floor new trading ring exchange plaza plot no. c1 rotunda building phiroze jeejeebhoy g block bandra kurla complex towers dalal street fort bandra e mumbai400001 mumbai 400051 scrip code 540425 symbol shankara subject submission of newspaper advertisement dear sir madam in terms of regulation 47 of the sebi listing obligations and disclosure requirements regulations 2015 we submit herewith copies of newspaper advertisements published in business standard english newspaper and kannada prabha kannada newspaper on may 17 2025 with respect to the audited financials of the company for the year ended march 2025. we request you to take the same on record. thanking you yours faithfully for shankara building products limited ereena vikram company secretary compliance officer encl as above fog.roe g2%hoe oleo.d bong.800044. p 9f00014%91004144 shanlkoro building products limited cope off e 2it44ii0r4 froaf co ce..601.09 p 91002.0940602788244 co 0nl69a1994001. mb. wee..b po e digitally signed by ereena vikram dn cnereena vikram cin opersonal date 20250518 13510530 shanlkaro building products limited c6po off.e. do 2t464fl0.re. fl%eroe cot.6.g.010 p 9100 278.0910602786.244 14 b bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,-0.7717,-0.049103277674706236,0.04363502189517021,0.3103204767338609,Negative
Western Carriers,Announcement under Regulation 30 (LODR)-Newspaper Publication,30m ago,https://www.screener.in/company/WCIL/consolidated/,2025-05-18T14:24:24.578252,2025-05-18 13:54:24.578252,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6338015e-cd70-4bb0-989e-a8d91274b9d0.pdf,date may 18 2025 to to department of corporate services listing department bse limited national stock exchange of india limited floor new trading ring exchange plaza plot no. c1 rotunda building phiroze jeejeebhoy g block bandra kurla complex towers dalal street fort bandra e mumbai400001 mumbai 400051 scrip code 540425 symbol shankara subject submission of newspaper advertisement dear sir madam in terms of regulation 47 of the sebi listing obligations and disclosure requirements regulations 2015 we submit herewith copies of newspaper advertisements published in business standard english newspaper and kannada prabha kannada newspaper on may 17 2025 with respect to the audited financials of the company for the year ended march 2025. we request you to take the same on record. thanking you yours faithfully for shankara building products limited ereena vikram company secretary compliance officer encl as above fog.roe g2%hoe oleo.d bong.800044. p 9f00014%91004144 shanlkoro building products limited cope off e 2it44ii0r4 froaf co ce..601.09 p 91002.0940602788244 co 0nl69a1994001. mb. wee..b po e digitally signed by ereena vikram dn cnereena vikram cin opersonal date 20250518 13510530 shanlkaro building products limited c6po off.e. do 2t464fl0.re. fl%eroe cot.6.g.010 p 9100 278.0910602786.244 14 b bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,-0.7717,-0.049103277674706236,0.04363502189517021,0.3103204767338609,Negative
South Asian Ent.,Closure of Trading Window,38m ago,https://www.screener.in/company/526477/consolidated/,2025-05-18T14:24:29.930237,2025-05-18 13:46:29.930237,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=627d1f95-cbd5-42a1-a3fe-912d304004b4.pdf,south asian enterprises ltd corp. office 90 okhla industrial estate phaselil new delhi110020 tel. 911146656666 fax 911146656699 our email address for investor services investordesk other than above website cin no. l91990up1990plc011753 may 18 2025 listing department bse limited phiroze jeejeebhoy towers dalal street mumbai 400 001. scrip code 526477 sub intimation for rescheduling of board meeting dear sir madam with reference to our intimation dated may 15 2025 this is to inform you that the meeting of board of directors of the company that was scheduled to be held on thursday may 22 2025 interalia to consider the audited financial results of the company for the financial year ended march 312025 has been rescheduled due to unavoidable circumstances and will now take place on wednesday may 28 2025. closure of trading window in continuation to our letter dated march 26 2025 intimating the closure of the trading window of the company till 48 hours after the public announcement of the financial results for the period ending march 31 2025 the said window will accordingly remain closed till may 30 2025 in accordance with the sebi prohibition of insider trading regulations 2015 for concerned persons as per sebi prohibition of insider trading regulations 2015. the aforesaidclosure of trading window is not applicable for the general investors and the trading will be open for them. kindly take the above on record and acknowledge. thanking you for south asian enterprises limited khushi garg compliance officer m. no. a76147 regd. office room no. 1 425 gagan decp triveni nagar meerpur cantt kanpur uttar pradesh 208004 khush i garg digitally signed by khushi garg date 2025.05.18 132155 0530,-0.3818,0.016305916305916306,-0.14697498083114624,0.19192071935756896,Negative
HCL Infosystems,Clarification On Significant Movement In The Price Of Security,42m ago,https://www.screener.in/company/HCL-INSYS/consolidated/,2025-05-18T14:24:31.802263,2025-05-18 13:42:31.802263,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2f08f936-3131-45b8-9433-f4f896d57665.pdf,to bse limited p j towers dalal street mumbai 400001 india bse for physical form 179 bse for demat form 500179 dear sir sub clarification on significant movement in the price of security across exchanges in the recent past email received from bse via reference no. lsurvonlpvaj 20252026 2968 dated may 2025. this is with reference to your email received from bse via reference no. lsurvonlpvaj 20252026 2968 dated may 2025 seeking clarification on the significant movement in the price of equity shares of hcl infosystems limited hereinafter referred to as the company across exchanges in the recent past. we are not aware of any reason for the significant price movement in the scrip of our company. in this regard we would like to inform you that the company has made all the necessary disclosures in a timely and accurate manner in conformity with the principles governing disclosures and obligations in accordance with regulation 30 of the sebi listing obligations and disclosure requirements regulations 2015 from time to time. the company has not withheld any material information event that in our opinion would have a bearing on the pricevolume behaviour in our shares. the company will continue to inform the stock exchanges about any price sensitive information as required under regulation 30 of the sebi listing obligation and disclosure requirements regulations 2015 from time to time. we hope you find the clarification in order and request you to take the same on record. for and on behalf of hcl infosystems limited raj kumar sachdeva manager raj kumar sachdeva digitally signed by raj kumar sachdeva date 2025.05.18 133532 0530,0.8442,0.04621848739495799,0.0024221986532211304,0.35227220581445373,Positive
South Asian Ent.,Update on board meeting,47m ago,https://www.screener.in/company/526477/consolidated/,2025-05-18T14:24:33.675217,2025-05-18 13:37:33.675217,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=131c0fd2-b50e-4ae5-a7af-f86ed158cee5.pdf,south asian enterprises ltd corp. office 90 okhla industrial estate phaselil new delhi110020 tel. 911146656666 fax 911146656699 our email address for investor services investordesk other than above website cin no. l91990up1990plc011753 may 18 2025 listing department bse limited phiroze jeejeebhoy towers dalal street mumbai 400 001. scrip code 526477 sub intimation for rescheduling of board meeting dear sir madam with reference to our intimation dated may 15 2025 this is to inform you that the meeting of board of directors of the company that was scheduled to be held on thursday may 22 2025 interalia to consider the audited financial results of the company for the financial year ended march 312025 has been rescheduled due to unavoidable circumstances and will now take place on wednesday may 28 2025. closure of trading window in continuation to our letter dated march 26 2025 intimating the closure of the trading window of the company till 48 hours after the public announcement of the financial results for the period ending march 31 2025 the said window will accordingly remain closed till may 30 2025 in accordance with the sebi prohibition of insider trading regulations 2015 for concerned persons as per sebi prohibition of insider trading regulations 2015. the aforesaidclosure of trading window is not applicable for the general investors and the trading will be open for them. kindly take the above on record and acknowledge. thanking you for south asian enterprises limited khushi garg compliance officer m. no. a76147 regd. office room no. 1 425 gagan decp triveni nagar meerpur cantt kanpur uttar pradesh 208004 khush i garg digitally signed by khushi garg date 2025.05.18 132155 0530,-0.3818,0.016305916305916306,-0.14697498083114624,0.19192071935756896,Negative
Manor Estates,Board Meeting Intimation for Audited Standalone Financial Results Of The Company For The Year And Quarter Ended 31St March 2025.,1h ago,https://www.screener.in/company/526115/,2025-05-18T14:24:39.909797,2025-05-18 13:24:39.909797,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=26ae3070-25f4-416e-b974-5de9f0e825d9.pdf,manor estates and industries limited i regd. office s no. 321 kallakal village gajwel tq medak district telangana 502336 cin l45400tg1992plc014389 phone 8897642711 email website gstin 36aabck2979a1zo medak may 2025 to dept. of corporate services bse ltd. phiroze jeejeebhoy towers dalal street fort mumbai 400001 dear sirmaam sub intimation of board meeting to be held on may 2025 ref company scrip code 526115 pursuant to regulation 29 of sebi listing obligations disclosure requirements regulations 2015 we hereby bring to your notice that a meeting of the board of directors of manor estates and industries limited will be held on wednesday the of may 2025 at 3 p.m. at the registered office of the company at survey no. 321 kallakal village medak district telangana 502336 interalia to consider the following 1. to approve and to take on record the financial results of the company for the quarter and year ended march 2025. 2. to take note of the reports submitted by the auditor for the quarter and year ended march 2025. 3. to approve the appointment of secretarial auditors for the financial year 202425. 4. to approve the appointment of internal auditors of the company for the financial year 202526. thanking you for manor estates and industries limited krati garg company secretary compliance officer,-0.6705,-0.023809523809523808,0.026317283511161804,0.2674476720895086,Negative
Dredging Corpn.,Announcement under Regulation 30 (LODR)-Press Release / Media Release,2h ago,https://www.screener.in/company/DREDGECORP/,2025-05-18T14:24:41.609559,2025-05-18 12:24:41.609559,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=868c1c0d-b5fd-4dbd-b562-5eb0a8de78b2.pdf,dredging corporation of india limited cin no. l29222dl1976plc008129 gst no. 37aaacd6021b1zb head office dredge house h.b.colony main road seethammadhara visakhapatnam 530001 phone 08912523250 fax 08912560581 2565920 website regd. office core2 first floor scope minar laxminagar district centre delhi 110092 dcicse.12025 listing compliance bombay stock exchange limited floor 1 phiroze jeejeebhoy towers fort mumbai 400001 scrip code 523618 listing compliance the national stock exchange of india ltd. exchange plaza c1 block g bandra kurla complex bandra e mumbai 400051 symbol dredgecorp dear sir sub press release please find enclosed a copy of the press release issued on . yours faithfully for dredging corporation of india limited p.chandra kalabhinetri compliance officer podugu chandra kalabhinetri digitally signed by podugu chandra kalabhinetri date 2025.05.18 114711 0530 dredging corporation of india limited cin no. l29222dl1976plc008129 gst no. 37aaacd6021b1zb head office dredge house hb colony main road seethammadhara visakhapatnam530022 phone 0891 2523250 fax 0891 2560581 2565920 website regd. office core2 first floor scope minar laxminagar district centre delhi 110092 pr no. dcihrpr mco 2025 68 17 .05 .2025 press note dredging india conclave 2025 held at ficci to reinforce indias maritime infrastructure shri durgesh kumar dubey highlights 30year journey of infrastructure growth and the decisive role of dredging in nation building the dredging india conclave 2025 hosted by ficci in new delhi convened leading voices from indias maritime and infrastructure ecosystem to discuss the future of dredging and its pivotal role in realizing indias maritime potential. the event was graced by shri durgesh kumar dubey irts 2006 batch who curre,-0.6597,0.06314162028447742,-0.01584310457110405,0.249690445285988,Negative
Protean eGov,Update On - RFP Issued By The Income Tax Department Inviting Bids For PAN 2.0,2h ago,https://www.screener.in/company/PROTEAN/consolidated/,2025-05-18T14:24:44.525783,2025-05-18 12:24:44.525783,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=cafe4eac-b025-448c-b1f8-d754415ce23d.pdf,protean egov technologies limited floor times tower kamala mills compound senapati bapat marg lower parel mumbai 400 013 cin l72900mh1995plc095642 t 91 22 4090 4242 f 91 22 2491 5217 e w ref proteansecretarial2025269 may 18 2025 to bse limited bse p.j. towers dalal street fort mumbai 400 001 scrip code 544021 isin ine004a01022 national stock exchange of india limited exchange plaza c1 block g bandra kurla complex bandra e mumbai 400051 india trading symbol protean dear sirmadam subject update on rfp issued by the income tax department inviting bids for pan 2.0 this is with reference to the captioned subject and our earlier communication ref proteansecretarial20242544 to the exchange bse on august 31 2024. this intimation is pursuant to regulation 30 read with schedule iii and other applicable provisions of the sebi listing obligations and disclosure requirements regulations 2015. the income tax department itd has issued a notice for request for proposals rfp inviting bids for selection of managed service provider msp for design development implementation operations and maintenance of its pan 2.0 project. the company has participated in the rfp bid proposal for the aforesaid project. in our understanding this is a project for technology revamp which include design development implementation operations and maintenance of pan systems at itd and at present it appears to have limited or minimal impact on our ongoing pan processing and issuance services under the existing mandate with the itd. we were informed by the income tax department itd that we have not been considered favourably for the next round of rfp selection process. protean egov technologies limited floor times tower kamala mills compound senapati bapat marg lower parel mumbai 40,-0.765,-0.10110544217687074,-0.15945415198802948,0.38416787824947013,Negative
Tata Steel,Announcement under Regulation 30 (LODR)-Earnings Call Transcript,2h ago,https://www.screener.in/company/TATASTEEL/consolidated/,2025-05-18T14:24:46.196002,2025-05-18 12:24:46.196002,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7f425b16-21e6-48ac-bfe7-27a5b6117095.pdf,ref sec249202526 may 18 2025 the secretary listing department bse limited phiroze jeejeebhoy towers dalal street mumbai 400 001. maharashtra india. scrip code 500470 the manager listing department national stock exchange of india limited exchange plaza floor plot no. c1 g block bandrakurla complex bandra e mumbai 400 051. maharashtra india. symbol tatasteel dear madam sir sub transcript of tata steel 4qfy2025 and fy2025 earnings discussion this has reference to our letter dated may 8 2025 intimating that post the announcement of financial results of tata steel limited company for the quarter and financial year ended march 31 2025 the company will host an earnings discussion on may 13 2025. the board of directors of the company at its meeting held on may 12 2025 inter alia approved the financial results of the company for the quarter and financial year ended march 31 2025. the company hosted its earnings discussion on may 13 2025. in this connection we enclose herewith the transcript of the tata steel 4qfy2025 and fy2025 earnings discussion. the above information is also available on the website of the company at this intimation is being provided in compliance with regulation 30 read with para a of part a of schedule iii of the securities and exchange board of india listing obligations and disclosure requirements regulations 2015 as amended. this is for your information and records. yours faithfully tata steel limited parvatheesam kanchinadham company secretary and chief legal officer encl. as above parvatheesam kanchinadham digitally signed by parvatheesam kanchinadham date 2025.05.18 115416 0530 1 corporate participants t v narendran ceo md tata steel limited koushik chatterjee ed cfo tata steel limited samita shah vp,-0.3818,-0.0075630252100840276,0.033644501119852066,0.14489555722706957,Negative
Tata Steel PP,Announcement under Regulation 30 (LODR)-Earnings Call Transcript,2h ago,https://www.screener.in/company/TATASTLPP/,2025-05-18T14:24:48.813814,2025-05-18 12:24:48.813814,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7f425b16-21e6-48ac-bfe7-27a5b6117095.pdf,ref sec249202526 may 18 2025 the secretary listing department bse limited phiroze jeejeebhoy towers dalal street mumbai 400 001. maharashtra india. scrip code 500470 the manager listing department national stock exchange of india limited exchange plaza floor plot no. c1 g block bandrakurla complex bandra e mumbai 400 051. maharashtra india. symbol tatasteel dear madam sir sub transcript of tata steel 4qfy2025 and fy2025 earnings discussion this has reference to our letter dated may 8 2025 intimating that post the announcement of financial results of tata steel limited company for the quarter and financial year ended march 31 2025 the company will host an earnings discussion on may 13 2025. the board of directors of the company at its meeting held on may 12 2025 inter alia approved the financial results of the company for the quarter and financial year ended march 31 2025. the company hosted its earnings discussion on may 13 2025. in this connection we enclose herewith the transcript of the tata steel 4qfy2025 and fy2025 earnings discussion. the above information is also available on the website of the company at this intimation is being provided in compliance with regulation 30 read with para a of part a of schedule iii of the securities and exchange board of india listing obligations and disclosure requirements regulations 2015 as amended. this is for your information and records. yours faithfully tata steel limited parvatheesam kanchinadham company secretary and chief legal officer encl. as above parvatheesam kanchinadham digitally signed by parvatheesam kanchinadham date 2025.05.18 115416 0530 1 corporate participants t v narendran ceo md tata steel limited koushik chatterjee ed cfo tata steel limited samita shah vp,-0.3818,-0.0075630252100840276,0.033644501119852066,0.14489555722706957,Negative
Silicon Valley,Board Meeting Intimation for Notice Of Board Meeting,3h ago,https://www.screener.in/company/PRASGLOFIN/,2025-05-18T14:24:50.629426,2025-05-18 11:24:50.629426,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a604f397-a86f-42e4-ab01-41d2d3170927.pdf,trtn valley inffitetrh limited regd. office l0 princep street floor kolkata 700072 email rvebsite rvww.siliconvallevinfo.co.in phone 913321002 2880. fax cin ll53 llwbl993plc0613l2 2025 to to the secretary the asst. general manager the calcutta stock exchange ltd. department of corporate services 7 lyons range bse ltd. kolkata oo1 floor phiroz jeejeeboy towers scrip code 26161 dalal street mumbai 400 001 scrip code 531738 dea r sirmaam sub notice of board meeting .ref regulation 29 of sebi tisting obligations and disclosure requirements regulations 2015 we hereby inform that pursuant to regulation 29 of sebi listing obligations and disclosure requirements regulations 2015 the meeting of board of directors of the company will be held on wednesday the 28h day of may 2025 at 01 p.m. at its registered office 10 princep street floor kolkata 700 072 interalia to consider approve and take on record the audited financial results of the company for the quarter and year ended 31t march 2025 pursuant to rebulation 33 of the sebi listing obligations and disclosure requirements regulations2015. further in accordance with the code of conduct for prohibition of lnsider trading the trading window for dealing in equity shares of the company had been closed for all directors and designated employees with effect from april 2025 and will remain closed till 48 hours after the conclusion of board lvleeting. this is for your perusal necessary action and record. tha n king you yours faithfu lly tor silicon vallev lnfotech limited silicon valley infoteth lld. ..l tt j o. santosh dhlaprefid slqrntorylirilr. managing director din 00174235,-0.1531,-0.019285714285714285,-0.06735740602016449,0.08723293609176365,Neutral
Brand Concepts,Announcement under Regulation 30 (LODR)-Investor Presentation,21m ago,https://www.screener.in/company/BCONCEPTS/,2025-05-18T15:02:24.661985,2025-05-18 14:41:24.661985,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7b422870-2119-4f67-b386-6856464c7f73.pdf,brand concepts limited cin l51909mp2007plc066484 floor uno business park indore bypass road opposite sahara city bicholi mardana indore madhya pradesh india 452016 phone 917314223000 fax 4221222444 email date to to national stock exchange of india limited bse limited listing compliance department listing compliance department exchange plaza floor phiroze jeejeebhoy towers plot no. c1 g block dalal street bandra kurla complex mumbai 400001 bandra east mumbai 400051 symbol bconcepts scrip code 543442 sub investor presentation for q4 financial year ended on march 2025 ref information under regulation 30 of the securities and exchange board of india listing obligations and disclosure requirements regulations 2015 as amended listing regulations dear sirmadam in accordance with regulation 30 read with schedule iii of the listing regulations please find enclosed a copy of investor presentation in connection with the audited financial results of the company for the quarter and year ended on march 31 2025. the aforesaid information is being uploaded on the companys website at this is for your information and records. thanking you yours faithfully for brand concepts limited swati gupta company secretary compliance officer mem no a33016 swati gupta digitally signed by swati gupta date 2025.05.18 142517 0530 investor presentation q4 fy25 investor presentation 4 core topics quarter perfor,-0.4588,-0.06507936507936507,0.014623187482357025,0.19865685327910243,Negative
BSE QualityBVRA,Compliances-Reg. 90 (1) - Portfolio of Mutual Fund Schemes,24m ago,https://www.screener.in/company/535206/,2025-05-18T15:02:35.202228,2025-05-18 14:38:35.202228,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b9bb9d63-5386-4285-9739-3762f0a3ba04.pdf,18 may 2025 bse limited phiroze jeejeebhoy towers dalal street mumbai 400001 dear sir madam subject submission of report under regulation 901 in terms of the requirement under regulation 901 of the sebi listing obligations and disclosure requirements regulations 2015 please find enclosed herewith the fortnightly portfolio of the schemes of icici prudential mutual fund. request you to take the same on record. for icici prudential asset management company limited investment manager to icici prudential mutual fund sd authorised signatory enclaa companyissuerinstrument name isin coupon industryrating quantity exposuremarket valuers.lakh % to nav yield of the instrument yield to call debt instruments 776793.66 49.79% listed awaiting listing on stock exchanges 776793.66 49.79% government securities 117698.82 7.54% government securities in0020210160 7.11 sov 109000000 110166.74 7.06% 6.86 state government of andhra pradesh in1020150042 8.31 sov 7500000 7532.08 0.48% 6.03 nonconvertible debentures bonds 659094.84 42.25% lic housing finance ltd. ine115a07qd5 7.82 crisil aaa 6000 60237.30 3.86% 6.81 bharti telecom ltd. ine403d08181 8.9 crisil aa 34500 34664.67 2.22% 7.70 nabard ine261f08dx0 7.58 crisil aaa 30500 30768.61 1.97% 6.76 small industries development bank of india. ine556f08jz5 7.15 icra aaa 3000 30000.03 1.92% 6.75 nabard ine261f08do9 7.4 crisil aaa 2750 27593.09 1.77% 6.76 larsen toubro ltd. ine018a08bk6 7.66 crisil aaa 25000 25077.40 1.61% 6.74 lic housing finance ltd. ine115a07qb9 7.7201 crisil aaa 2250 22623.86 1.45% 6.81 oberoi realty ltd. ine093i07066 7.95 care aa 20000 20195.36 1.29% 7.44 motilal oswal home finance ltd ine658r07430 8.55 icra aa 20000 20184.90 1.29% 7.88 nabard ine261f08dt8 7.5 crisil aaa 1750 17552.12 1.13% 6.76 mankind pharma ltd ine634s07017 7.99 crisil aa 15500 15613.91 1.00% 7.27 dlf cyber city developers ltd. ine186k07098 8.4 icra aa 15000 15205.77 0.97% 7.56 tata h,0.8271,-0.11190476190476191,-0.07314002513885498,0.27532656388691495,Positive
BSE DiveFRGBVRA,Compliances-Reg. 90 (1) - Portfolio of Mutual Fund Schemes,24m ago,https://www.screener.in/company/535189/,2025-05-18T15:02:37.849808,2025-05-18 14:38:37.849808,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b9bb9d63-5386-4285-9739-3762f0a3ba04.pdf,18 may 2025 bse limited phiroze jeejeebhoy towers dalal street mumbai 400001 dear sir madam subject submission of report under regulation 901 in terms of the requirement under regulation 901 of the sebi listing obligations and disclosure requirements regulations 2015 please find enclosed herewith the fortnightly portfolio of the schemes of icici prudential mutual fund. request you to take the same on record. for icici prudential asset management company limited investment manager to icici prudential mutual fund sd authorised signatory enclaa companyissuerinstrument name isin coupon industryrating quantity exposuremarket valuers.lakh % to nav yield of the instrument yield to call debt instruments 776793.66 49.79% listed awaiting listing on stock exchanges 776793.66 49.79% government securities 117698.82 7.54% government securities in0020210160 7.11 sov 109000000 110166.74 7.06% 6.86 state government of andhra pradesh in1020150042 8.31 sov 7500000 7532.08 0.48% 6.03 nonconvertible debentures bonds 659094.84 42.25% lic housing finance ltd. ine115a07qd5 7.82 crisil aaa 6000 60237.30 3.86% 6.81 bharti telecom ltd. ine403d08181 8.9 crisil aa 34500 34664.67 2.22% 7.70 nabard ine261f08dx0 7.58 crisil aaa 30500 30768.61 1.97% 6.76 small industries development bank of india. ine556f08jz5 7.15 icra aaa 3000 30000.03 1.92% 6.75 nabard ine261f08do9 7.4 crisil aaa 2750 27593.09 1.77% 6.76 larsen toubro ltd. ine018a08bk6 7.66 crisil aaa 25000 25077.40 1.61% 6.74 lic housing finance ltd. ine115a07qb9 7.7201 crisil aaa 2250 22623.86 1.45% 6.81 oberoi realty ltd. ine093i07066 7.95 care aa 20000 20195.36 1.29% 7.44 motilal oswal home finance ltd ine658r07430 8.55 icra aa 20000 20184.90 1.29% 7.88 nabard ine261f08dt8 7.5 crisil aaa 1750 17552.12 1.13% 6.76 mankind pharma ltd ine634s07017 7.99 crisil aa 15500 15613.91 1.00% 7.27 dlf cyber city developers ltd. ine186k07098 8.4 icra aa 15000 15205.77 0.97% 7.56 tata h,0.8271,-0.11190476190476191,-0.07314002513885498,0.27532656388691495,Positive
