Company,Headline,Time,Link,Scraped_At,Announcement_Datetime,pdf_link,Annoucement_Description,vader_score,textblob_score,bert_sentiment,confidence,final_sentiment
Response Info.,Compliances-Reg.24(A)-Annual Secretarial Compliance,11m ago,https://www.screener.in/company/538273/consolidated/,2025-05-20T11:15:45.104651,2025-05-20 11:04:45.104651,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f390c512-f420-405e-96d7-7bbd8d806566.pdf,regulation 2 of sebi lodr 2015 is not applicable to our company. the companys paidup equity share capital not exceeding rupees ten grare and net worth not exceeding rs. twenty five crore as on the last day of the previous financial year.,0.4767,0.022222222222222223,-0.2345038652420044,0.12699550709406537,Positive
Neeraj Paper Mkt,Board Meeting Intimation for Advance Intimation Regarding The Board Meeting,11m ago,https://www.screener.in/company/539409/,2025-05-20T11:16:03.367863,2025-05-20 11:05:03.367863,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0188a5fb-a24e-4b89-a4de-95b4ee24fe36.pdf,the board of directors of neeraj paper marketing limited will meet on may 2025 at 0200 p.m. to consider and approve the audited financial results of the company for the year ended march 2025. the trading window for directorofficerdesignated employeespromoter covered by the code of conduct for prevention of insider trading has been already closed.,-0.2263,-0.05714285714285714,-0.0141175277531147,0.11189811546879155,Negative
TCI Industries,Announcement under Regulation 30 (LODR)-Newspaper Publication,8m ago,https://www.screener.in/company/532262/,2025-05-20T11:26:59.719579,2025-05-20 11:18:59.719579,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c2d4ea08-b398-459e-bc1c-a2f8b8080f7d.pdf,this is for your information and records. we are submitting herewith newspaper publication of the notice with respect to annual general meeting of the company published today i.e. may 20. the claimsobjections if any received by the society for transfer of shares and interest of the deceased member in the capitalproperty of the society shall be dealt with in the manner provided under the byelaws. a copy of the registered byelaw of the society is available for inspection by the claimantsobjectors. deed of release dated november 2024 registered under registration no. brl 3 14803 2024 smt. nayan â kashinath dhanawade widow mr. kaushal kashinath dhanawades son the deed states that they have released their respective shares in the said flat.,0.8779,0.10625000000000001,-0.004878442734479904,0.38157146717965607,Positive
Empire Inds.,"Board Meeting Intimation for For Consideration Of Audited Financial Results For The Quarter & Financial Year Ended 31St March, 2025",10m ago,https://www.screener.in/company/509525/,2025-05-20T11:28:01.588193,2025-05-20 11:18:01.588193,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=576d8710-4a1c-4203-8592-dffce71c1b1d.pdf,the letter was sent on may 19 2015 to the prime minister of india narendra modi. the letter was written in the style of a letter from india to the united states. 5b20f233b330d7bb33f0f587a89ac973c7d800cc690.6d20c0b098c0861b5bae0. 5f20f 33f33f 0f587 a89ac 7d800cc690. 5b20 f233b 330 d7bb 33 f0f 973 c7d 800cc690 5.6b4c9e1290f3a0d7aec5,0.4215,0.0,-0.06371152400970459,0.14948654279708862,Positive
Rajshree Polypac,Capacity addition,9m ago,https://www.screener.in/company/RPPL/consolidated/,2025-05-20T11:28:50.703436,2025-05-20 11:19:50.703436,https://nsearchives.nseindia.com/corporate/RPPL_20052025111537_CapacityInstalledTFM600MTPAsigned.pdf,the company has installed an additional capacity of 600 metric tonnes per annum mtpa of thermoforming machinery. this capacity addition is aimed at supporting the growing demand for our products. the disclosures as required under schedule iii of the sebi listing regulations are attached. mahaipal singh is an indian politician. he was elected to the lok sabha in 1999. he is currently serving as a member of the ruling bharatiya janata party bjp,0.7003,0.125,0.25336912274360657,0.393630736823082,Positive
Bharat Dynamics,"Board Meeting Intimation for Inter Alia, Audited Standalone Financial Results For The Quarter And Year Ended 31St March 2025 And To Consider Final Dividend, If Any.",11m ago,https://www.screener.in/company/BDL/,2025-05-20T11:29:23.526138,2025-05-20 11:18:23.526138,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8e84cf74-ad7c-44df-a8ab-13fbce0b9d03.pdf,board meeting to consider and approve inter alia audited financial results for the quarter and year ended march 2025. final dividend if any for the financial year 202425 may be considered at the aforesaid board meeting.,0.0,0.0,0.03818883001804352,0.21145664900541306,Positive
Sobhagya Mercant,Shareholder Meeting / Postal Ballot-Notice of Postal Ballot,12m ago,https://www.screener.in/company/512014/,2025-05-20T11:29:41.215236,2025-05-20 11:17:41.215236,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=bee4f69f-884f-4c03-b9b7-03afb9b73b1b.pdf,sobhagya mercantile limited the company is seeking approval of the members of the company to transact the special business set out below. the said notice is also being made available on the website of the company at shrikant mitesh bhangdiya is the chairman of sobhagy mercantile limited. he is seeking the approval of the members of the board of directors of the company. the application is in accordance with the provisions of the companies act 2013. the members will vote by voting through electronic means remote evoting the company has engaged the services of national securities depository limited nsdl as the agency to provide remote evoting facility to the members enabling them to cast their vote electronically.,0.8442,0.04897959183673471,0.050026945769786835,0.36738196128195644,Positive
Savani Financial,"Intimation Under Regulation 30 Of SEBI (LODR), 2015 In Regard To Trademark Application For Logo And Brand Name Of The Company",7m ago,https://www.screener.in/company/511577/,2025-05-20T11:41:13.694837,2025-05-20 11:34:13.694837,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ea51f3de-89cc-4311-b846-65ddcc9996a9.pdf,the application has been filed to protect the intellectual property of the company and to safeguard the brand identity in the market. application number 6475819 and 6476034. digitally signed by darsh sunil mehta.,0.8316,0.15,0.08571487665176392,0.4033544629955292,Positive
Usha Martin,Clarification On Increase In Volume Of The Security Of The Company.,7m ago,https://www.screener.in/company/USHAMART/consolidated/,2025-05-20T11:41:35.280048,2025-05-20 11:34:35.280048,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0d6f4b40-e7c7-4be8-95db-791cb3e591ae.pdf,the company has been disclosing all the necessary informationdisclosures to the exchange in accordance with the provisions of regulation 30 of sebi listing obligations and disclosure requirements regulations 2015. to the best of our knowledge there exist no pending information or announcement required by the company.,0.4588,0.5,0.12075799703598022,0.36974739911079413,Positive
Bharti Airtel,Announcement under Regulation 30 (LODR)-Press Release / Media Release,9m ago,https://www.screener.in/company/BHARTIARTL/consolidated/,2025-05-20T11:41:52.510225,2025-05-20 11:32:52.510225,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a7bef0c1-d265-4518-9f65-c10eef5b4291.pdf,airtel and google partner to offer google one subscription to its postpaid and wifi customers. all airtel customers will get access to six months of 100 gb google one cloud storage at no extra cost. airtel has partnered with google to bring google one to millions in india. the 100 gb cloud storage will be available at no extra cost for the ﬁrst six months. google one plans enable users to store more across google photos google drive and gmail. members can also share their storage with up to 5 other people at no extra cost. google one also plans that deliver users the best of google ai.,0.2023,0.25357142857142856,0.8166816234588623,0.4019959156090872,Positive
Shree Hanuman Sg,"Board Meeting Intimation for To Consider The Approval Of The Audited Financial Results Of The Company For Quarter And Year Ended 31St March, 2025",9m ago,https://www.screener.in/company/537709/,2025-05-20T11:42:33.692604,2025-05-20 11:33:33.692604,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ef42eaf3-c3af-41cd-a1ef-da6020afba17.pdf,the trading window for dealing in the securities of the company by insiders remains closed from tuesday lst april 2025 to monday june 2025 both days inclusive a meeting of shree hanuman sugar insanelyindustries limited currently undergoing corporate lnsolvency resolution process is scheduled to be held on friday may 2025.,0.0772,-0.04285714285714286,-0.09491686522960663,0.010452202426024841,Neutral
Rategain Travel,"Board Meeting Intimation for Meeting Scheduled On May 26, 2025",9m ago,https://www.screener.in/company/RATEGAIN/consolidated/,2025-05-20T11:42:55.593469,2025-05-20 11:33:55.593469,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5d7c8cb3-3326-4f05-9a38-af5f2dcff7c1.pdf,the board of directors of rategain travel technologies limited will meet on may 26 2025 to consider and approve the audited and consolidated financial results. the trading window for the companys equity shares has been closed from tuesday april 01 2025 till the end of the financial results of the company for the quarter and financial year ended march 31 2025.,0.0772,-0.03428571428571429,0.012931521981954575,0.02447374230887209,Neutral
Jayatma Industri,"Board Meeting Intimation for Intimation Of Board Meeting To Be Held On 26Th May, 2025.",4m ago,https://www.screener.in/company/531323/,2025-05-20T11:43:43.449117,2025-05-20 11:39:43.449117,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=649fb4a0-481a-4b24-8a2d-c88478ebcd2b.pdf,the board of directors of the company will be held on may 2025 at floor 1 laxminagar co. op. society beside naranpura post office ahmedabad 380 013 interalia to consider the following agendas.,0.0,0.0,0.009049858897924423,0.002714957669377327,Neutral
Aeroflex,Announcement under Regulation 30 (LODR)-Change in Management,5m ago,https://www.screener.in/company/AEROFLEX/consolidated/,2025-05-20T11:44:06.338662,2025-05-20 11:39:06.338662,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=602391a8-4f2f-4ae0-a2ad-2dccc425f68a.pdf,resignation of mr. kiran c. kagalkar chief operating officer coo senior managerial personnel of the company with effect from june 30 2025 due to personal reasons.,-0.296,-0.0625,-0.20593459904193878,0.19893037971258162,Negative
New India Assura,"The Company Has Fixed The Record Date As 04Th September, 2025",7m ago,https://www.screener.in/company/NIACL/consolidated/,2025-05-20T11:44:26.085111,2025-05-20 11:37:26.085111,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0f7ea5e9-4cee-4cdf-8d9b-6ecc682adad0.pdf,the board of directors of the company have approved interalia. audited financial results of the company for the quarter and financial year ended march 31 2025. recommendation of final dividend of rs 1.80 per equity share of face value of rs. 5 each. ms. jayashree nair gm is appointed as the chief compliance officer of the company w.e.f. may 2025. ms. jyoti rawat who shall cease to be the companys company secretary chiefcompliance officer. mr. abhishek pagaria is appointed. as the company secretary and compliance officer. the meeting of the board of directors of the. company commenced at 430 p.m. and concluded at too p. m. the new india assurance company limited llp is an insurance company based in mumbai india. the company has issued a report on the audited standalone financial results of the new india.,0.7845,0.028756957328385898,0.03810002654790878,0.5338570951628885,Positive
Dynamic Archist.,"Board Meeting Intimation for Intimation For Board Meeting Pursuant To Regulation 29 Of The SEBI (LODR) Regulations, 2015",8m ago,https://www.screener.in/company/539681/,2025-05-20T11:45:25.142870,2025-05-20 11:37:25.142870,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0cbc1769-43b6-4155-abfe-06f1073fecfb.pdf,a meeting of the board of directors of the dynamic archistructures limited is scheduled to be held on may 26 2025 at the registered office of the company interalia to consider and approve the following.,0.1779,-0.023809523809523808,0.028397876769304276,0.07253650588793414,Neutral
Royal Cush. Vin.,"Board Meeting Intimation for Intimation Of Board Meeting Under Regulation 29 Of The Securities And Exchange Board Of India (LODR) Regulations, 2015",5m ago,https://www.screener.in/company/ROYALCUSHN/,2025-05-20T11:54:18.247415,2025-05-20 11:49:18.247415,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=27d6a431-d64b-494f-95cf-92f70eed36b8.pdf,the board of directors of the company will meet on may 29 2025 to consider and approve the audited financial results. the trading window for dealing in the securities of the company will close for all designatedconnected persons with effect from april 01 2025. this is for your information and record. digitally signed by jayesh amritlal motasha on behalf of royal cushion vinyl products limited. i am the author of this document it states.,0.0772,-0.023809523809523808,0.03473568335175514,0.034157847862669406,Neutral
Alfa Ica (I),"Board Meeting Intimation for Audited Financial Results For Quarter And Year Ended On March 31,2025",9m ago,https://www.screener.in/company/530973/,2025-05-20T11:55:04.867130,2025-05-20 11:46:04.867130,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e94f7a85-8207-41e8-a583-70e6ac87a7f3.pdf,a meeting of the board of directors of the company is scheduled to be held on wednesday may 282025 at 0300 p.m. e sebi listing obligations and disclosure requirements regulations 2015. to consider approve and take on record the audited financial results.,0.0,0.0,0.019829288125038147,0.005948786437511444,Neutral
Hari Govind Intl,"Board Meeting Intimation for Under Regulation 29 Of The SEBI (Listing Obligations Disclosure Requirements) Regulations, 2015.",10m ago,https://www.screener.in/company/531971/,2025-05-20T11:55:36.901383,2025-05-20 11:45:36.901383,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b4c9185b-e7e1-418b-8692-0fd84dce7796.pdf,a meeting of the board of. directors of the company is scheduled to be held on wednesday may .2025 to. consider and approve the audited financial results of the. company for year ended march 2025.,0.0,0.0,0.04225284233689308,0.012675852701067924,Neutral
Bansal Wire Inds,"Board Meeting Outcome for Outcome Of Board Meeting Held On May 20, 2025- Audited Financial Results (Consolidated And Standalone) Of The Company For The Quarter And Financial Year Ended March 31, 2025",10m ago,https://www.screener.in/company/BANSALWIRE/consolidated/,2025-05-20T11:55:55.134737,2025-05-20 11:45:55.134737,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=27940417-1746-46f5-8eaf-723e5d0b871b.pdf,the board of directors of the company at its meeting held today i.e. may 20 2025 has j.ercjcrtransacted the following business. approved the audited financial statements consolidated and standalone of the company for the quarter and financial year ended march 31 2025 prepared pursuant to the companies act 2013. the board of directors of ms. bansal wire industries limited report on the audit of consolidated financial results. the statement is being submitted by the holding company pursuant to the requirement of regulation 33 of sebi regulations 2015. we conducted our audit in accordance with the standards on auditing sas specified under section 143 10 of the act. our responsibilities under those sas are further described in the auditors responsibilities for the consolidated financial results section of our report. we are independent of the group in accordance with the code of ethics issued by the institute of chartered accountants of india.,0.7906,-0.008928571428571428,0.03893107920885086,0.32524075233408384,Positive
Arrow Greentech,Announcement under Regulation 30 (LODR)-Newspaper Publication,3m ago,https://www.screener.in/company/ARROWGREEN/consolidated/,2025-05-20T11:57:52.807029,2025-05-20 11:54:52.807029,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1a8156df-1ff7-45e6-9947-b969cdf0a096.pdf,corrigendum to the financial results for the quarter and year ended march 31 2025. first column of total revenue is rs. 24861 lakhs instead of rs.248614 lakhs. iggy azaleas the godfather is one of the most famous songs of all time. the song was written by the late singersongwriter who is also known as the godfather.,0.0,0.15833333333333333,0.6015799045562744,0.2279739713668823,Positive
Meenakshi Steel,"Board Meeting Intimation for Board Meeting Scheduled To Be Held On Thursday, 29Th May, 2025",3m ago,https://www.screener.in/company/512505/consolidated/,2025-05-20T11:58:46.605071,2025-05-20 11:55:46.605071,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5b204025-01bc-457b-bfab-b89b29220bdb.pdf,board meeting for consideration and approval of audited financial result for the quarter and year ended 31% march 2025. meeting will be held at 407 kalbadevi road 3 floor daulat bhavan mumbai 400 001. trading window will remain closed from 1 april 2025 to 2 june 2025 both days inclusive for directors purposefully employees and their family members.,0.4767,-0.05,9.783357381820679e-05,0.17570935007214547,Positive
Expleo Solutions,Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation,4m ago,https://www.screener.in/company/EXPLEOSOL/consolidated/,2025-05-20T11:59:19.251978,2025-05-20 11:55:19.251978,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c517acaa-0e99-4be4-8b19-7f49da85bbb7.pdf,expleo solutions limited to announce fourth quarter and full year fy 25 results. earnings call to be held on may 2025 at 1100 am ist the earnings call for the results will be held on friday may 2025 at 1100 am ist dialin number 91 22 6280 1107 7115 8008.participants are requested to log in 10 minutes before the scheduled call starts. expleo benefits from more than 50 years of experience developing complex products optimising manufacturing processes and ensuring the quality of information systems. the groups mission is to fasttrack innovation through each step of the value chain.,0.8885,0.09571428571428572,0.5232799053192139,0.5410982573100498,Positive
Vision Cinemas,Board Meeting Intimation,4m ago,https://www.screener.in/company/526441/consolidated/,2025-05-20T12:00:23.263539,2025-05-20 11:56:23.263539,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5b204025-01bc-457b-bfab-b89b29220bdb.pdf,board meeting for consideration and approval of audited financial result for the quarter and year ended 31% march 2025. meeting will be held at 407 kalbadevi road 3 floor daulat bhavan mumbai 400 001. trading window will remain closed from 1 april 2025 to 2 june 2025 both days inclusive for directors purposefully employees and their family members.,0.4767,-0.05,9.783357381820679e-05,0.17570935007214547,Positive
TBI Corn,Board Meeting Intimation,4m ago,https://www.screener.in/company/TBI/,2025-05-20T12:00:55.943313,2025-05-20 11:56:55.943313,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5b204025-01bc-457b-bfab-b89b29220bdb.pdf,board meeting for consideration and approval of audited financial result for the quarter and year ended 31% march 2025. meeting will be held at 407 kalbadevi road 3 floor daulat bhavan mumbai 400 001. trading window will remain closed from 1 april 2025 to 2 june 2025 both days inclusive for directors purposefully employees and their family members.,0.4767,-0.05,9.783357381820679e-05,0.17570935007214547,Positive
Swadeshi Polytex,Compliances-Reg.24(A)-Annual Secretarial Compliance,2m ago,https://www.screener.in/company/503816/,2025-05-20T12:08:55.962558,2025-05-20 12:06:55.962558,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0f05c80f-b60d-48e3-b838-3a6f028c2b63.pdf,annual secretarial compliance report for the year ended march 31 2025 issued by cs baldev singh kashtwal practicing company secretaries.,0.0,0.0,-0.01799764297902584,0.005399292893707752,Neutral
Sharp India,"Board Meeting Intimation for Board Meeting To Consider And Approve Audited Financial Results For Quarter And Year Ended March 31, 2025",3m ago,https://www.screener.in/company/KALYANISHP/,2025-05-20T12:09:13.472575,2025-05-20 12:06:13.472575,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=044dff41-1443-4e55-ac1e-e71cb4fd9792.pdf,board meeting for approval of audited financial results for the quarter and financial year ended on march 2025. meeting to be held through video conference on wednesday may 2025.,0.4767,0.0,0.04305792972445488,0.20359737891733648,Positive
Eldeco Housing,Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation,4m ago,https://www.screener.in/company/ELDEHSG/consolidated/,2025-05-20T12:09:32.161268,2025-05-20 12:05:32.161268,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=59a362bc-8538-4939-a149-ee5f4707cbe5.pdf,eldeco housing industries ltd. to announce q4 fy25 results on may 2025. earnings call on may 2025 at 400 p.m. ist earnings conference call with the analystsinvestors on may 23 2025. eldeco housing and industries limited ehil will announce their fourth quarter and year ended mar. 2025 q4 fy25 results on thursday may 2025. following the announcement the management of the company will host an earnings call on friday may 2025 at 0400 pm ist,-0.2263,-0.023809523809523808,0.08394041657447815,0.0724807321705137,Neutral
PBM Polytex,Board Meeting Intimation for Meeting Of The Board Of The Company Is Scheduled On 28/05/2025,4m ago,https://www.screener.in/company/514087/consolidated/,2025-05-20T12:10:32.245941,2025-05-20 12:06:32.245941,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=79701ba8-0758-4ddd-b488-62349f7c6427.pdf,a meeting of the board of directors of the company is scheduled to be held on wednesday the day of may 2025 to transact the following business. in accordance with the provisions of the sebi prohibition of insider trading regulations 2015 the trading window for dealing in shares of the company has already been closed for all designated employees for a period starting from april 2025.,0.296,-0.03333333333333333,-0.06770016252994537,0.0880899512410164,Neutral
Nihar Info Glob.,"Board Meeting Intimation for Board Meeting To Be Held On 30Th May, 2025.",2m ago,https://www.screener.in/company/531083/consolidated/,2025-05-20T12:21:52.666138,2025-05-20 12:19:52.666138,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=dec36ebf-3df9-4e5d-b9c7-6c726dac7afa.pdf,a meeting of the board of directors of the ms. nihar info global limited is scheduled to be held on friday the 30 day of may 2025 at 400 p.m. at nihar house no.34 ganesh nagar west marredpally secunderabad 500026 telangana. mr. divyesh nihar boda is the managing director of al limited. he is also the chief executive officer of al limited.,-0.5719,-0.05357142857142857,0.01620151847600937,0.23997097302862574,Negative
Syrma SGS Tech.,Announcement under Regulation 30 (LODR)-Earnings Call Transcript,2m ago,https://www.screener.in/company/SYRMA/consolidated/,2025-05-20T12:22:47.226463,2025-05-20 12:20:47.226463,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f5ead5e0-7d02-4bd6-8c5f-b69ba6fd0940.pdf,the transcript of the conference call will also be accessed at the website of the company at the call will be held on wednesday may 14 2025 at 1030 am ist the conference is being recorded. all participant lines will be in the listenonly mode. there will be an opportunity for you to ask questions after the presentation. during the call certain statements that will be made are forwardlooking. j.s. gujral good morning everyone. a warm welcome to the syrma sgs q4 and fy 25 earnings call,0.8934,0.5785714285714285,0.8566429018974304,0.7879242991406576,Very Positive
Health.Global,Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation,3m ago,https://www.screener.in/company/HCG/consolidated/,2025-05-20T12:23:51.192043,2025-05-20 12:20:51.192043,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e054ce7e-7548-4b3c-bdbe-d28294c0a841.pdf,the officials of the company will be meeting under the sebi listing obligations and disclosure requirements regulations 2015. the meeting will take place on may 2025 in mumbai.,0.0,0.0,0.005970345810055733,0.0017911037430167198,Neutral
Godfrey Phillips,Compliances-Reg.24(A)-Annual Secretarial Compliance,3m ago,https://www.screener.in/company/GODFRYPHLP/consolidated/,2025-05-20T12:24:11.505168,2025-05-20 12:21:11.505168,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=659c45ad-29be-4ebd-90f4-43382e7c64df.pdf,annual secretarial compliance report of the company for the financial year ended march 2025 issued by chandrasekaran associates. we chandrasekaran associates company secretaries have examined all the documents and records made available to us and explanation provided by the listed entity. we have also examined the filings submissions made by the list to the stock exchanges the website of the list and any other document filing as may be relevant which has been relied upon to make this cert ification. in our opinion the listed entities has complied with the statutory provisions listed hereunder. securities and exchange board of india issue and listing of nonconvertible securities regulations 202 1 not applicable during the review period.,0.5267,0.16875,0.03815543279051781,0.27275162983715534,Positive
IRB Infra.Devl.,Announcement Under Regulation 30 (LODR)-Audio Recording Of The Earnings Call,3m ago,https://www.screener.in/company/IRB/consolidated/,2025-05-20T12:36:04.614684,2025-05-20 12:33:04.614684,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c88f223f-ac0a-48ff-81eb-b91f528af905.pdf,the audio recording of the earnings call is now made available on the website of the company at the call was held at 121726 0530,0.0,0.4,0.174191415309906,0.1722574245929718,Positive
Coromandel Inter,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS,5m ago,https://www.screener.in/company/COROMANDEL/consolidated/,2025-05-20T12:36:33.028727,2025-05-20 12:31:33.028727,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=48501802-26ab-41c5-b980-24d50a0140c2.pdf,the stakeholders relationship committee of the company has allotted 201610 equity shares of re.1 each fully paid up to the option grantees on may 20 2025 under the esop scheme 2016. these shares shall rank paripassu with the existing equity shares.,0.6808,-0.8,0.02204011008143425,0.03893203302443029,Neutral
Deccan Polypacks,"Board Meeting Intimation for Consideration Of Audited Results For The Year Ended 31.03.2025, To Appoint Secretarial Auditor And Appointment Of Independent Director.",5m ago,https://www.screener.in/company/531989/,2025-05-20T12:36:59.089425,2025-05-20 12:31:59.089425,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=943323a0-874c-4fe5-a948-bc4996876c6a.pdf,deccan poly packs limited scrip code 531989 will hold a meeting of the board on thursday the 30 day of may 2025 at 02.00 p.m. at the registered office of the company.,-0.2263,-0.07142857142857142,0.015208564698696136,0.10738600201896259,Negative
J B Chemicals &,Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome,5m ago,https://www.screener.in/company/JBCHEPHARM/consolidated/,2025-05-20T12:37:20.686511,2025-05-20 12:32:20.686511,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=015ea55d-5d91-4683-a932-2f8eceea315b.pdf,transcript of conference call which was scheduled for investors and analysts on may 15 2025 at 2.00 pm ist in relation to results and developments. the same will also be available on the website of the company jason dsouza executive vice president of jb pharma begins the call. mr. nikhil chopra ceo and wholetime director will give the opening remarks. the conference is being recorded and will be made available on the companys website. as per iqvia we have delivered 13% yearonyear growth in the quarter as compared to 7% growth for the industry. our chronic portfolio showed 16% yoy improvement in quarter 4 fy25 whereas acute portfolio increased by 10% and our ophthal business recorded 22% growth.,0.8979,0.35,0.6592952609062195,0.6619485782718658,Positive
TECIL Chemical,"Board Meeting Intimation for Consider And Approve The Audited Standalone Financial Results For The Quarter And Financial Year Ended March 31, 2025",5m ago,https://www.screener.in/company/TECILCHEM/,2025-05-20T12:38:33.591109,2025-05-20 12:33:33.591109,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f40aa20b-ed2a-4b1e-b46c-ca574093d546.pdf,board meeting to be held on monday may 26 2025 at 02.30 pm at 1% floor anjana complex vyttilaaroor kochi kerala 682304. digitally signed by jofin john. 2025 in terms of the code of conduct of the company. thank you for your cooperation.,0.3612,-0.15,0.6625876426696777,0.2982562928009033,Positive
IRB Infra.Devl.,Announcement Under Regulation 30 (LODR)-Audio Recording Of The Earnings Call,3m ago,https://www.screener.in/company/IRB/consolidated/,2025-05-20T12:36:04.615718,2025-05-20 12:33:04.615718,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c88f223f-ac0a-48ff-81eb-b91f528af905.pdf,the audio recording of the earnings call is now made available on the website of the company at the call was held at 121726 0530,0.0,0.4,0.174191415309906,0.1722574245929718,Positive
Coromandel Inter,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS,5m ago,https://www.screener.in/company/COROMANDEL/consolidated/,2025-05-20T12:36:34.058864,2025-05-20 12:31:34.058864,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=48501802-26ab-41c5-b980-24d50a0140c2.pdf,the stakeholders relationship committee of the company has allotted 201610 equity shares of re.1 each fully paid up to the option grantees on may 20 2025 under the esop scheme 2016. these shares shall rank paripassu with the existing equity shares.,0.6808,-0.8,0.02204011008143425,0.03893203302443029,Neutral
Deccan Polypacks,"Board Meeting Intimation for Consideration Of Audited Results For The Year Ended 31.03.2025, To Appoint Secretarial Auditor And Appointment Of Independent Director.",5m ago,https://www.screener.in/company/531989/,2025-05-20T12:36:59.158878,2025-05-20 12:31:59.158878,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=943323a0-874c-4fe5-a948-bc4996876c6a.pdf,deccan poly packs limited scrip code 531989 will hold a meeting of the board on thursday the 30 day of may 2025 at 02.00 p.m. at the registered office of the company.,-0.2263,-0.07142857142857142,0.015208564698696136,0.10738600201896259,Negative
J B Chemicals &,Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome,5m ago,https://www.screener.in/company/JBCHEPHARM/consolidated/,2025-05-20T12:37:20.681121,2025-05-20 12:32:20.681121,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=015ea55d-5d91-4683-a932-2f8eceea315b.pdf,transcript of conference call which was scheduled for investors and analysts on may 15 2025 at 2.00 pm ist in relation to results and developments. the same will also be available on the website of the company jason dsouza executive vice president of jb pharma begins the call. mr. nikhil chopra ceo and wholetime director will give the opening remarks. the conference is being recorded and will be made available on the companys website. as per iqvia we have delivered 13% yearonyear growth in the quarter as compared to 7% growth for the industry. our chronic portfolio showed 16% yoy improvement in quarter 4 fy25 whereas acute portfolio increased by 10% and our ophthal business recorded 22% growth.,0.8979,0.35,0.6592952609062195,0.6619485782718658,Positive
TECIL Chemical,"Board Meeting Intimation for Consider And Approve The Audited Standalone Financial Results For The Quarter And Financial Year Ended March 31, 2025",5m ago,https://www.screener.in/company/TECILCHEM/,2025-05-20T12:38:33.597298,2025-05-20 12:33:33.597298,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f40aa20b-ed2a-4b1e-b46c-ca574093d546.pdf,board meeting to be held on monday may 26 2025 at 02.30 pm at 1% floor anjana complex vyttilaaroor kochi kerala 682304. digitally signed by jofin john. 2025 in terms of the code of conduct of the company. thank you for your cooperation.,0.3612,-0.15,0.6625876426696777,0.2982562928009033,Positive
