Company,Headline,Description,Time,pdf_link,vader_score,textblob_score,bert_sentiment,confidence,final_sentiment,Chart_Pattern,Tech_Indicator
Indian Card Clothing Company Ltd,"Annual Audited Standalone And Consolidated Financial Results Of The Company For The Quarter And Year Ended March 31, 2025","Financial Results for the quarter and year ended March 31, 2025",30-05-2025 13:00:55,https://www.bseindia.com/xml-data/corpfiling/AttachLive/90a19cab-aa3c-4c74-b5ad-d9244a82aa67.pdf,0.6249,-0.0769841269841269,0.0071310102939605,0.2290040649929501,Positive,Volume Spike,
Filmcity Media Ltd,"Audited Standalone Financial Results Of The Company For The Quarter And Year Ended March 31, 2025.","Please find herewith the Audited Standalone Financial Results of the Company for the Quarter and Year Ended March 31, 2025",30-05-2025 12:58:14,https://www.bseindia.com/xml-data/corpfiling/AttachLive/f441a6a1-772f-4a8d-a2bf-d20000f1fbfd.pdf,0.8271,0.0316849816849816,0.0773868709802627,0.3635615557995733,Positive,,
LWS Knitwear Ltd,Results For The Financial Year Ended 31St March 2025,Results for the Financial year ended 31st March 2025,30-05-2025 12:56:43,https://www.bseindia.com/xml-data/corpfiling/AttachLive/34727b09-9152-4125-ba67-d56ec2f44976.pdf,0.9022,0.028641456582633,-0.130815714597702,0.3302277225954793,Positive,,
MFL India Ltd,Results-Financial Results For The Quarter And Year Ended 31.03.2025,Financial Results for the quarter and year ended 31.03.2025,30-05-2025 12:40:57,https://www.bseindia.com/xml-data/corpfiling/AttachLive/7cc6bcb7-b466-4c6a-baf0-2df6f1ac7ad2.pdf,-0.2263,0.0015873015873015,-0.0199033878743648,0.0960148258861189,Neutral,,
H S India Ltd,"Audited Financial Results For The Quarter And Year Ended On 31St March, 2025.","Considered and approved the Audited Financial Statements for the year ended 31st March, 2025 and Statement of Audited Financial Results alongwith Auditors'' Report of the Company for the .... Read More..",30-05-2025 12:40:18,https://www.bseindia.com/xml-data/corpfiling/AttachLive/b3f1734f-3e5f-4a1c-9acf-a623343abcb9.pdf,0.9042,0.044235588972431,0.0915521308779716,0.4024163159551208,Positive,,
Sri Ramakrishna Mills Coimbatore Ltd-$,AUDITED FINANCIAL RESULTS FOR THE FOURTH QUARTER & YEAR ENDED 31.03.2025,AUDITED FINANCIAL RESULTS FOR THE FOURTH QUARTER & YEAR ENDED 31.03.2025,30-05-2025 12:32:35,https://www.bseindia.com/xml-data/corpfiling/AttachLive/353a7360-f061-4fc8-a1aa-c2f51876661c.pdf,0.5267,0.0,0.073802538216114,0.2328207614648341,Positive,,
Vinayak Polycon International Ltd,"Audited Financial Results For The Fourth Quarter And Year Ended March 31, 2025","Audited Financial result for the fourth quarter and year ended March 31,2025",30-05-2025 12:27:26,https://www.bseindia.com/xml-data/corpfiling/AttachLive/139826d0-d663-49fb-b54c-f19fc348b4ad.pdf,0.9423,0.0801120448179271,0.0518975183367729,0.41652286894641,Positive,,
United Interactive Ltd,"Audited Financial Results For The Quarter And Financial Year Ended March 31, 2025","Please find attached, the aforesaid results.",30-05-2025 12:25:07,https://www.bseindia.com/xml-data/corpfiling/AttachLive/eba82962-a7fd-4f57-85cf-ecd5ba3cf965.pdf,0.5267,0.0133923768539153,0.1596081554889679,0.2625801597028649,Positive,,
Simplex Castings Ltd,"OUTCOME OF THE BOARD MEETING HELD ON 30TH MAY, 2025","PLEASE FIND THE OUTCOME OF THE BOARD MEETING HELD ON 30TH MAY, 2025.",30-05-2025 12:23:59,https://www.bseindia.com/xml-data/corpfiling/AttachLive/49eed885-f056-472d-82e7-098d03fb5ff0.pdf,0.5423,-0.0244897959183673,-0.0231651067733764,0.2026235291924768,Positive,,
Kratos Energy & Infrastructure Ltd,REVISED DECLARATION OF STANDALONE FINANCIAL RESULTS FOR QUARTER AND YEAR ENDED 31ST MARCH 2025,REVISED DECLARATION OF STANDALONE FINANCIAL RESULTS FOR QUARTER AND YEAR ENDED 31ST MARCH 2025,30-05-2025 12:20:06,https://www.bseindia.com/xml-data/corpfiling/AttachLive/0c694316-24f7-4180-bb14-59c0dd4ddafe.pdf,0.6808,0.0157738095238095,0.0920449793338775,0.3046656366573061,Positive,,
Tirupati Fincorp Ltd,Results-Delay in Financial Results,"We submit herewith the Financial statements along with the Independent audit report with an unmodified opinion for the year ended March 31, 2025 approved in its Board meeting 29 may, 2025",30-05-2025 12:17:43,https://www.bseindia.com/xml-data/corpfiling/AttachLive/835ce5ee-8c92-4cb9-8275-7a76cc3dbe87.pdf,0.6705,0.0285714285714285,0.0168213546276092,0.2818178349597113,Positive,,
Brilliant Portfolios Ltd,Financial Results For The Period Ended 31St March 2025,Financial Results for the period ended 31st March 2025,30-05-2025 12:09:20,https://www.bseindia.com/xml-data/corpfiling/AttachLive/3165c2d5-0577-4a07-b5f1-27e554470b6e.pdf,0.0,0.0,-0.0239205807447433,0.007176174223423,Neutral,,
Lee & Nee Softwares Exports Ltd,Audited Financial Results For The Quarter And Year Ended 31.03.2025,Audited financial results for the quarter and year ended 31.03.2025,30-05-2025 12:02:13,https://www.bseindia.com/xml-data/corpfiling/AttachLive/8dd7927b-5ab3-4468-921f-8e815283725e.pdf,0.7655,0.04,0.0716927498579025,0.5397078249573708,Positive,,
Galada Power & Telecommunication Ltd,"Financial Results For March 31, 2025",Letter attached,30-05-2025 11:48:16,https://www.bseindia.com/xml-data/corpfiling/AttachLive/2aae138c-fc46-4632-8127-7a8fd5de92f0.pdf,-0.1779,0.0322751322751322,0.1351692080497741,0.020926697902528,Neutral,,
Hipolin Ltd,"Results- Financial Results For Mar 31,2025",Financial Results for the quarter ended March 2025,29-05-2025 23:55:40,https://www.bseindia.com/xml-data/corpfiling/AttachLive/8f9b1596-fa44-45e3-8b25-64aaa590e2eb.pdf,0.93,-0.0405844155844155,0.4292133450508117,0.4885886788399189,Positive,,
Shri Krishna Devcon Ltd,Board Meeting Outcome for Board Meeting Outcome And Submission Of Financial Results For The Quarter And Year Ended On 31/03/2025,Board meeting outcome and submission of financial results for the quarter and year ended on 31/03/2025,29-05-2025 23:48:57,https://www.bseindia.com/xml-data/corpfiling/AttachLive/b39dad89-e816-43cb-a28c-867408fccb96.pdf,0.91,0.0792548500881834,0.0643141269683837,0.4070706931169702,Positive,,
Prestige Estates Projects Ltd,"Results For Quarter And Year Ended March 31, 2025","Results for Quarter and Year Ended March 31, 2025",29-05-2025 23:46:17,https://www.bseindia.com/xml-data/corpfiling/AttachLive/b48b6986-3b13-4773-9bd1-d30dedcbe56a.pdf,0.9674,-0.044345238095238,0.1004515588283538,0.6037918962199348,Positive,,
EFC (I) Ltd,"Financial Results For Year Ended 31 March, 2025.",The detailed results are attached herewith.,29-05-2025 23:36:55,https://www.bseindia.com/xml-data/corpfiling/AttachLive/4637dfa0-64a3-4789-983e-2e52c89477c7.pdf,0.9169,0.048051948051948,0.0357889793813228,0.3919122782299813,Positive,,
PVV Infra Ltd,Results Outcome,outcome,29-05-2025 23:29:40,https://www.bseindia.com/xml-data/corpfiling/AttachLive/6c9962d3-437e-4f00-afe4-8085567cfa79.pdf,0.9231,0.0231829573934837,0.1388191431760788,0.4178406301708687,Positive,,
Sadbhav Engineering Ltd,Please Find Attached Herewith The Audited Consolidated And Standalone Financial Results Of The Company For The Quarter And Year Ended On 31.03.2025,Please find attached herewith the Audited consolidated and standalone financial results of the company for the quarter and year ended on 31.03.2025,29-05-2025 23:28:56,https://www.bseindia.com/xml-data/corpfiling/AttachLive/9e89e4d4-edc8-4bba-aaba-9aa938046d63.pdf,0.8402,-0.0119047619047619,0.1134139224886894,0.3665327481751783,Positive,,
DJ Mediaprint & Logistics Ltd,Results-Financial Results-31-03-2025,Audited Financial Results (Standalone and Consolidated) for the FY ended 31-03-2025,29-05-2025 23:25:24,https://www.bseindia.com/xml-data/corpfiling/AttachLive/4b93048d-7fd6-4581-a755-dc4d5e5ea00b.pdf,0.7184,0.1148148148148148,0.0680990815162658,0.3422341688993242,Positive,,
PVP Ventures Ltd,31-03-2025,FINANCIAL RESULTS 31-03-2025,29-05-2025 23:22:09,https://www.bseindia.com/xml-data/corpfiling/AttachLive/5b9907d4-835e-47c7-a8d7-bbd5a0f80ead.pdf,0.836,0.0619047619047619,0.021035261452198,0.359282007007088,Positive,,
JNK India Ltd,"Audited Financial Results For The Quarter And Financial Year Ended March 31, 2025","Enclosed herewith Audited Financials Results (Standalone & Consolidated) for the quarter and financial year ended March 31,2025",29-05-2025 23:17:38,https://www.bseindia.com/xml-data/corpfiling/AttachLive/d37733f7-03c8-4cb8-9a85-dbf7b78e7af0.pdf,0.9661,-0.0738095238095238,0.0203761272132396,0.5704099810211147,Positive,Volume Spike,
Wardwizard Foods and Beverages Ltd,"The Standalone Audited Financial Result For The Fourth Quarter And Financial Year Ended 31St March, 2025.","standalone Audited Financial Result for the Fourth quarter and Financial Year ended 31st March, 2025",29-05-2025 23:12:29,https://www.bseindia.com/xml-data/corpfiling/AttachLive/4f9a0b30-4116-4546-8854-346ff99bd721.pdf,0.891,0.0095238095238095,0.0313828513026237,0.36867199824793,Positive,,
RDB Real Estate Constructions Ltd,"Financial Year Ended 31St March, 2025",Specified elaborately in attached pdf,29-05-2025 23:08:46,https://www.bseindia.com/xml-data/corpfiling/AttachLive/89c81ec6-bda2-43e3-a94d-a717c39b9dfc.pdf,0.765,0.0380952380952381,0.0748888254165649,0.339895219053541,Positive,,
Adhbhut Infrastructure Ltd,"Board Meeting Outcome For Board Meeting Outcome For Outcome Of Board Meeting Held On 29Th May, 2025 To Approve The Audited Financials Of The Company For The Year Ended Ended 31St MAY 2024 And Other Business Matter.",Board Meeting Outcome for the Board Meeting for the year ended 31st MARCH 2025,29-05-2025 23:03:52,https://www.bseindia.com/xml-data/corpfiling/AttachLive/bfd874cf-c9f7-4325-9c34-23ac7dc1cc80.pdf,0.4404,-0.0343915343915343,-0.0079661402851343,0.1634526975969994,Positive,,
Shakti Press Ltd,Results- Financial Results For The Year And Quarter Ended 31-03-2025,Audited financial results for the quarter ended 31st March 2025 and AuDited Financial Results for the year ended 31st March 2025.,29-05-2025 22:53:50,https://www.bseindia.com/xml-data/corpfiling/AttachLive/fe06be56-6a23-4e81-aa77-f7e6ecdd80d3.pdf,0.3182,0.0022321428571428,0.0409950204193592,0.1402481489829506,Positive,,
Balkrishna Paper Mills Ltd,Integrated Filing,"We send herewith Integrated filing Finance results for the quarter and year ended 31st March, 2025",29-05-2025 22:47:39,https://www.bseindia.com/xml-data/corpfiling/AttachLive/fd698c7a-36e5-458e-bd50-b9dc70729e4d.pdf,0.8658,0.0174603174603174,0.1140570044517517,0.3857751965736208,Positive,Volume Spike,
Suvidhaa Infoserve Ltd,"Audited Financial Results For The Quarter And Year Ended 31St March, 2025.","Outcome of the Board Meeting for approval of audited financial results for the quarter and year ended 31st March, 2025",29-05-2025 22:45:50,https://www.bseindia.com/xml-data/corpfiling/AttachLive/6c51704d-ff5c-478b-be89-6e14f640c0e9.pdf,0.8402,-0.066017316017316,0.0607214793562889,0.3344912490016918,Positive,,
Beekay Steel Industries Ltd,Submission Of Audited Results For 31.03.25,Submission of Audited Results 31.03.25,29-05-2025 22:44:55,https://www.bseindia.com/xml-data/corpfiling/AttachLive/5dfea74d-b6d2-4b42-aa87-8d4292be980a.pdf,0.9578,-0.0133333333333333,-0.0117371380329132,0.575598858590126,Positive,,
Raghuvir Synthetics Ltd,Outcome Of Board Meeting Held On 29.05.2025,"1)Audited standalone and consolidated financial result for the quarter ended 31.03.2025 as per regulation 33 of listing regulation , the financial result , statement of asset and liabilities .... Read More..",29-05-2025 22:42:16,https://www.bseindia.com/xml-data/corpfiling/AttachLive/22063073-7c89-48fa-a0b0-75ddd3823076.pdf,0.872,0.0377551020408163,0.0669036656618118,0.3801976303107884,Positive,,
Tanvi Foods (India) Ltd,Financials For The Half Year And Year Ended 31.03.2025,Financials for the half year and year ended 31.03.2025,29-05-2025 22:41:59,https://www.bseindia.com/xml-data/corpfiling/AttachLive/68377db0-aed3-4a04-b6f2-2e6758e262a8.pdf,0.5106,-0.0449735449735449,0.0620460137724876,0.2093617406396828,Positive,,
Udayshivakumar Infra Ltd,"Declaration Of Standalone Financial Results For The Year And Quarter Ended 31St March,2025",Declaration of standalone audited financial results for the year ended 31st march 2025,29-05-2025 22:39:46,https://www.bseindia.com/xml-data/corpfiling/AttachLive/cede899e-47c5-49e5-9e3d-4e9de3a86b68.pdf,0.34,-0.070054945054945,0.1559345871210098,0.1617638926198194,Positive,Volume Spike,
PlatinumOne Business Services Ltd,"Consider And Approve Audited Financial Statements For The Half Year And Year Ended 31St March, 2025 And Other Matters","Approved the Audited Financial results for the half year and year ended 31st March, 2025",29-05-2025 22:32:30,https://www.bseindia.com/xml-data/corpfiling/AttachLive/87fb7d5d-7420-4122-8b70-bd5f4b96fcc3.pdf,0.836,-0.0572089947089947,0.0372224822640419,0.5284040462665143,Positive,,
Tejnaksh Healthcare Ltd,"Submission Of Audited Financial Results (Standalone & Consolidated) For The Quarter Ended And Year Endon 31St March, 2025.",Please find enclosed financial result for the year ended 31.03.2025,29-05-2025 22:23:11,https://www.bseindia.com/xml-data/corpfiling/AttachLive/da26b089-a3ca-4c99-a3d7-6411314ee90a.pdf,0.7351,-0.0357142857142857,0.1371171325445175,0.3244608540490695,Positive,,
Regency Ceramics Ltd,Integrated Filing (Financial),"Audited Financial results for Quarter and Year ended March31, 2025",29-05-2025 22:20:41,https://www.bseindia.com/xml-data/corpfiling/AttachLive/abf90b64-16d7-4ebe-8ed4-72a511a85033.pdf,0.7906,0.0193452380952381,0.0518817827105522,0.3376081062417371,Positive,,
Khoobsurat Ltd,Audited Financial Results For March 2025,Please find attached Audited Financial Results for March 2025,29-05-2025 22:18:58,https://www.bseindia.com/xml-data/corpfiling/AttachLive/f85aa846-1199-43d9-9403-6bd5578e7724.pdf,0.8074,0.0571428571428571,0.1371994912624359,0.3812627045215879,Positive,,
Triveni Enterprises Ltd,Audited Financial Result For The Q E 31.03.2025,Audited Financial Result for the Q E 31.03.2025,29-05-2025 22:15:35,https://www.bseindia.com/xml-data/corpfiling/AttachLive/dd67ba90-c5b7-4506-8ef1-bf2bd26d3e06.pdf,0.9403,0.0944841269841269,0.0700916275382042,0.4254927263566994,Positive,,
SMS Lifesciences India Ltd,Financial Results (Q4/F25),"Enclosed financial results for the quarter and year ended 31st March, 2025.",29-05-2025 22:12:38,https://www.bseindia.com/xml-data/corpfiling/AttachLive/2032259d-a352-49ef-bc31-fc6ef9bf2497.pdf,0.9246,-0.0649801587301587,0.0099955424666404,0.5533446151209446,Positive,Volume Spike,
Birla Cotsyn (India) Ltd,Results For The Quarter & Year Ended 31St March 2025,"Audited Financial Results for the Quarter & Financial Year ended 31st March, 2025",29-05-2025 22:11:46,https://www.bseindia.com/xml-data/corpfiling/AttachLive/1d66e830-d76d-44a6-93b8-6f528c83c9de.pdf,-0.0516,-0.08,-0.0320034772157669,0.05424104316473,Neutral,,
Genesis Ibrc India Ltd,Results,Results,29-05-2025 21:59:30,https://www.bseindia.com/xml-data/corpfiling/AttachLive/c6523484-c3b8-4812-8ea4-66af4c9f51dc.pdf,0.9313,-0.0265151515151515,0.0622015297412872,0.3832259134678407,Positive,,
Gleam Fabmat Ltd,"Standalone Audited Financial Results Of The Company For The Half Year And Financial Year Ended 31St March, 2025.","This is to inform you that the Board of Directors of Gleam Fabmat Limited at their meeting held on Thursday, 29th May, 2025, at the Registered Office of the Company situated at Office No. .... Read More..",29-05-2025 21:58:18,https://www.bseindia.com/xml-data/corpfiling/AttachLive/7f20ffae-6b73-4da3-a892-24653b059cff.pdf,0.1027,-0.0423069985569985,0.0488162748515605,0.0430327828883686,Neutral,,
Pact Industries Ltd,Results- Financial Results For The Financial Year Ended 31.03.2025,Financial Results for the financial year ended 31.03.2025,29-05-2025 21:57:59,https://www.bseindia.com/xml-data/corpfiling/AttachLive/2d45d9b6-f7d2-4997-82f1-7ebf831c2095.pdf,0.743,-0.0396825396825396,0.071924939751625,0.3068727200207256,Positive,,
Crane Infrastructure Ltd,Submission Of Audited Financial Results For The Q4 And Financial Year Ended On 31-03-2025 For The F.Y 2024-25,Submission of audited financial results for the Q4 and financial year ended on 31-03-2025 for the f.y 2024-25,29-05-2025 21:51:38,https://www.bseindia.com/xml-data/corpfiling/AttachLive/3af5f8ed-e75e-4b23-98f8-30161c391044.pdf,0.8481,0.0246464646464646,-0.0053133815526962,0.3450399249281305,Positive,,
Multibase India Ltd,"Audited Results For The Quarter And Financial Year Ended On March 31, 2025","Audited Results for the Quarter and Financial Year ended on March 31, 2025",29-05-2025 21:50:51,https://www.bseindia.com/xml-data/corpfiling/AttachLive/c496f8cc-6e8a-420e-baf4-955f00b3f9aa.pdf,0.7269,-0.0346320346320346,0.0445177592337131,0.2937257173805035,Positive,,
Aruna Hotels Ltd,Financial Results For The Quarter And Year Ended 31St March 2025,Financial results for the quarter and year ended 31st March 2025,29-05-2025 21:47:49,https://www.bseindia.com/xml-data/corpfiling/AttachLive/e4772daa-3815-44bd-851b-5d5c9c9858c7.pdf,0.7783,0.0380952380952381,0.1338475048542022,0.3629028228848321,Positive,,
Zenith Steel Pipes & Industries Ltd-$,Audited Standalone And Consolidated Financial Result For The Financial Year Ended March 2025,Audited Standalone and consolidated financial result for the financial year ended March 2025,29-05-2025 21:45:29,https://www.bseindia.com/xml-data/corpfiling/AttachLive/20353a5d-6de7-4fea-87da-d42b4b79c089.pdf,0.9136,0.0276785714285714,0.0164787657558918,0.3786872011553389,Positive,Volume Spike,
Vikas EcoTech Ltd,"RESULTS Outcome Of Board Meeting Held On Thursday, May 29, 2025","RESULTS Outcome of Board Meeting held on Thursday, May 29, 2025",29-05-2025 21:45:19,https://www.bseindia.com/xml-data/corpfiling/AttachLive/d94edbf6-a452-4ec5-a827-2abc0385dfc3.pdf,0.6124,-0.1476190476190476,-0.0349798202514648,0.1901803396388462,Positive,,
City Crops Agro Ltd,Result For The Quarter And Year Ended On 31.03.2025,Financial Result for the Quarter and year ended on 31.03.2025,29-05-2025 21:41:53,https://www.bseindia.com/xml-data/corpfiling/AttachLive/708118b9-5127-4000-94f6-5ec24068b1e9.pdf,0.7351,-0.0123809523809523,0.0449311062693595,0.3038050461665221,Positive,,
Texel Industries Ltd,"Audited Financial Results (Standalone And Consolidated) For The Quarter And Financial Year Ended 31St March, 2025",Audited Financial Results (Standalone and Consolidated) for the quarter and year ended 31.03.2025.,29-05-2025 21:40:14,https://www.bseindia.com/xml-data/corpfiling/AttachLive/ec9eecb1-b93e-4c4e-b435-3bba43b5fb34.pdf,0.8885,0.0415584415584415,0.0064972266554832,0.3698167004641774,Positive,,
RLF Ltd,"Audited Results For The Financial Year Ended 31St March, 2025","Please Find enclosed herewith Audited Results of the Company for the Financial Year Ended 31st March, 2025",29-05-2025 21:39:57,https://www.bseindia.com/xml-data/corpfiling/AttachLive/d3a65072-11aa-46b4-9305-6e99a547e20e.pdf,0.7579,-0.0019480519480519,0.0367032103240489,0.3135865475127992,Positive,,
NHC Foods Ltd,"Audited Financial Results For Q4- March 31, 2025","we hereby enclosed the following: (i) Audited Standalone Financial Results for the financial year ended March 31, 2025, (ii) Auditor's Report with unmodified opinion on the aforesaid .... Read More..",29-05-2025 21:39:36,https://www.bseindia.com/xml-data/corpfiling/AttachLive/e30a7caf-d4b2-4675-bb1c-bea55ac867bd.pdf,0.9487,-0.0078125,-0.0479061789810657,0.3627643963056803,Positive,,
Onelife Capital Advisors Ltd,"Financial Results For Year Ended 31St March, 2025","Standalone and Consolidated Audited Financial Results for the year ended 31st March, 2025",29-05-2025 21:36:22,https://www.bseindia.com/xml-data/corpfiling/AttachLive/73632b93-dc3c-4ac6-b47c-43851c429037.pdf,0.7845,-0.0408068783068783,-0.0063649676740169,0.2996484462057314,Positive,Volume Spike,
Orient Tradelink Ltd,"Annual Audited Standalone Financial Results Of The Company For The Quarter And Financial Year Ended On 31St March, 2025.","Pursuant to Regulation 30 and 33 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, as amended, this is to inform you that the Board of Directors of 'Orient Tradelink .... Read More..",29-05-2025 21:35:19,https://www.bseindia.com/xml-data/corpfiling/AttachLive/639e07df-7ee0-4000-a209-efef53d9c395.pdf,-0.34,-0.0059940059940059,0.0428848043084144,0.1249327605056774,Negative,,
Kohinoor Foods Ltd,Outcome Of Board Meeting,Outcome of Board Meeting,29-05-2025 21:31:17,https://www.bseindia.com/xml-data/corpfiling/AttachLive/cdb6e4c4-187e-48fe-8eeb-f7f352b194f6.pdf,0.7579,-0.0178571428571428,0.0686997324228286,0.5184127768697058,Positive,Volume Spike,
Sanwaria Consumer Ltd-$,Financial Results For The Quarter And Year Ended On 31.3.25,Financial resutls for the quarter and year ended consider and approve by the Board of directors,29-05-2025 21:25:49,https://www.bseindia.com/xml-data/corpfiling/AttachLive/5fb45c87-deb2-4d4e-ae2d-5bc6ae0f0ec7.pdf,-0.5106,-0.0773809523809523,0.0140187442302703,0.2232486624452046,Negative,,
Kohinoor Foods Ltd,Board Meeting Outcome for Outcome Of Board Meeting,Outcome of Board Meeting,29-05-2025 21:23:53,https://www.bseindia.com/xml-data/corpfiling/AttachLive/a8dda014-cf4e-46bf-99d6-12559af3b882.pdf,0.7579,-0.0178571428571428,0.0686997324228286,0.5184127768697058,Positive,Volume Spike,
Udayshivakumar Infra Ltd,"STANDALONE AUDITED FINANCIAL RESULTS FOR QUARTER ENDED AND YEAR ENDED 31ST MARCH ,2025","STANDALONE AUDITED FINANCIAL RESULTS FOR QUARTER ENDED AND YEAR ENDED 31ST MARCH ,2025",29-05-2025 21:21:50,https://www.bseindia.com/xml-data/corpfiling/AttachLive/9f3e7d2e-7008-492d-88be-59e5e4d6da4b.pdf,0.34,-0.070054945054945,0.1559345871210098,0.1617638926198194,Positive,Volume Spike,
BSEL Algo Ltd,"Financial Results For The Quarter And Financial Year Ended March 31, 2025","Audited Standalone and Consolidated Financial Results for the quarter and financial year ended March 31, 2025",29-05-2025 21:21:44,https://www.bseindia.com/xml-data/corpfiling/AttachLive/a30adcc7-4a28-4f69-aeab-89911898aac9.pdf,0.8126,-0.0245238095238095,0.066170796751976,0.33753409616845,Positive,,
Abans Financial Services Ltd,"Audited Financial Results (Standalone & Consolidated) For The Quarter And Year Ended March 31, 2025.","Audited Financial Results (Standalone & Consolidated) for the quarter and year ended March 31, 2025",29-05-2025 21:18:09,https://www.bseindia.com/xml-data/corpfiling/AttachLive/94d03d4d-bbe1-4600-8a29-477cc6f0e2f3.pdf,0.9042,-0.0338095238095238,0.0151529982686042,0.3560830423377241,Positive,,
Sudal Industries Ltd,"Audited Financial Results For The Quarter And Financial Year Ended March 31, 2025","Audited Financial Results for the quarter and financial year ended March 31, 2025",29-05-2025 21:16:44,https://www.bseindia.com/xml-data/corpfiling/AttachLive/510217f5-ae30-4541-bca1-255c6205d6c0.pdf,0.8074,0.0380952380952381,0.1059122830629348,0.3661622563474519,Positive,,
Yatra Online Ltd,"For The Period Ended March 31, 2025",Considered and approved the financial results and shifting of Registered office of the Company.,29-05-2025 21:16:22,https://www.bseindia.com/xml-data/corpfiling/AttachLive/24909244-7a92-40c5-8a99-e8537d1c281d.pdf,0.7351,-0.0071428571428571,-0.0013648085296154,0.2914877002982582,Positive,Volume Spike,
Reliable Ventures India Ltd,Audited Financial Results For The Qtr And 12 Months Ended 31-03-2025,Attached please find the Audited financial results of the Reliable Ventures India Ltd. for the qtr and 12 months ended 31-03-2025. the net worth is Rs. 31.36 crores. but the net worth .... Read More..,29-05-2025 21:13:10,https://www.bseindia.com/xml-data/corpfiling/AttachLive/a9d2fd14-b5d0-4a61-969e-81f34b55262b.pdf,0.8625,0.1041967291967291,0.0528001897037029,0.3920990756701297,Positive,,
Virtual Global Education Ltd,Results For The Financial Year Ended 31St March 2025,Results,29-05-2025 21:12:47,https://www.bseindia.com/xml-data/corpfiling/AttachLive/92f28150-e915-4a7d-9e2e-b1b7ce957000.pdf,0.9118,0.0699999999999999,0.0872448831796646,0.4118934649538994,Positive,,
Aelea Commodities Ltd,"Audited Financial Results For Half Year And Year Ended March 31, 2025","We hereby submitted an Audited Standalone and Consolidated Financials Result for the Half Year and Year ended March 31, 2025.",29-05-2025 21:08:12,https://www.bseindia.com/xml-data/corpfiling/AttachLive/859faf2a-e169-40ea-80ee-d4781da81f0d.pdf,0.891,0.0434523809523809,0.6249061822891235,0.5569075689724514,Positive,,
United Cotfab Ltd,"Results- Financial Result For The March 31, 2025","Please find enclosed herewith Financial result for the year ended on March 31, 2025",29-05-2025 21:06:53,https://www.bseindia.com/xml-data/corpfiling/AttachLive/a41329f4-5734-4ac1-a4b8-89f3ea2e52ba.pdf,0.9565,0.0264069264069264,0.1225223317742347,0.4272787774543484,Positive,,
Virat Crane Industries Ltd,Submission Of Audited Financial Results For The 4Th Quarter And Financial Year Ended On 31-03-2025 For The F.Y 2024-25,Submission of Auidted Financial results for the 4th quarter and Financial year ended on 31-03-2025 for the F.Y 2024-25,29-05-2025 21:06:20,https://www.bseindia.com/xml-data/corpfiling/AttachLive/33660962-df58-4ae5-9bf9-567a1ef12ca8.pdf,0.8481,0.0166666666666666,0.0047356821596622,0.3456607046478986,Positive,,
Rudra Global Infra Products Ltd,Submission Of Audited Financial Result Of The Company.,"Submission of Audited Financia Result for Quarter and year ended on March 31, 2025.",29-05-2025 21:04:14,https://www.bseindia.com/xml-data/corpfiling/AttachLive/54f1a2d6-37c7-44ba-9ed7-41e32a2f0d85.pdf,0.8934,0.0207482993197278,0.0812754333019256,0.3879671197864961,Positive,,
B.R.Goyal Infrastructure Ltd,Audited Financial Results (Standalone And Consolidated) For Half Year And Financial Year Ended 31 March 2025,Submission of Audited Financial Results (Standalone and Consolidated) for the half year and financial year ended 31 March 2025.,29-05-2025 21:03:47,https://www.bseindia.com/xml-data/corpfiling/AttachLive/9ce7abfc-be32-4e4d-a4dc-98398a0746e9.pdf,0.9313,-0.0595238095238095,0.0282378960400819,0.3631342259548817,Positive,,
Priya Ltd-$,Results For The Financials For The Quarter Ended 31.036.2025,As per attached,29-05-2025 21:00:20,https://www.bseindia.com/xml-data/corpfiling/AttachLive/384f998f-9e82-42f7-9e11-0f3bf9d0d8d6.pdf,0.8934,0.0250933706816059,-0.0339532271027565,0.3547020430736549,Positive,,
Chandra Bhagat Pharma Ltd,"Result For The Financial Year March 31, 2025.","Audited Result for the Financial Year March 31, 2025",29-05-2025 21:00:03,https://www.bseindia.com/xml-data/corpfiling/AttachLive/a637cf5d-82db-4652-8c62-16cbd3e7a0d4.pdf,0.8885,-0.0185185185185185,-0.0024966038763523,0.3490954632815388,Positive,,
Markobenz Ventures Ltd,"Results-Financial Results For The Year Ended 31St March,2025","Financial Results for the year ended 31st March,2025",29-05-2025 20:59:58,https://www.bseindia.com/xml-data/corpfiling/AttachLive/ff82430a-a503-46f9-bc72-a4523b5420a2.pdf,0.9393,0.0522959183673469,0.1745811104774475,0.4437831086534384,Positive,,
Bimetal Bearings Ltd-$,Submission Of Audited Financial Statements For The Year Ended 31St March 2025,Submission of audited financial statements for the year ended 31st March 2025 alongwith the Auditors'' Report.,29-05-2025 20:59:18,https://www.bseindia.com/xml-data/corpfiling/AttachLive/e2cf7861-18b9-4ee4-9f08-3aba50a86d89.pdf,0.8885,0.1130952380952381,0.3406995832920074,0.6915384464161736,Positive,,
CHD Chemicals Ltd,"Results For Quarter And Year Ended 31St March, 2025",results for quarter and year ended 31st March 2025,29-05-2025 20:59:03,https://www.bseindia.com/xml-data/corpfiling/AttachLive/03f9e38a-ee6d-477b-a4e0-e6398dba61d4.pdf,0.9661,-0.0388471177944862,0.1571410000324249,0.4219281646713816,Positive,,
